Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
4763,63,3,36.8,3,2,1,321,6,LIGHT
4830,372,4,36.7,1,3,1,131,5,LOST
2714,290,1,36.7,1,1,1,111,3,LOST
4663,621,3,36.65,1,2,1,121,4,LOST
4614,67,5,36.6,3,4,1,341,8,LOYAL
1941,105,2,36.6,3,1,1,311,5,LIGHT
2788,118,4,36.6,3,3,1,331,7,LIGHT
4882,60,2,36.6,3,1,1,311,5,LIGHT
1914,209,3,36.55,2,2,1,221,5,LIGHT
2067,140,4,36.54,3,3,1,331,7,LIGHT
3753,367,2,36.5,1,1,1,111,3,LOST
1173,69,4,36.5,3,3,1,331,7,LIGHT
1830,348,2,36.5,1,1,1,111,3,LOST
2060,157,2,36.4,2,1,1,211,4,LIGHT
4368,79,4,36.4,3,3,1,331,7,LIGHT
1389,315,3,36.3,1,2,1,121,4,LOST
2895,138,1,36.3,3,1,1,311,5,LIGHT
3085,172,2,36.2,2,1,1,211,4,LIGHT
3628,516,1,36.16,1,1,1,111,3,LOST
2673,20,4,36.1,4,3,1,431,8,ACTIVE
4863,0,2,36.1,4,1,1,411,6,NEW
3218,567,2,36.1,1,1,1,111,3,LOST
4960,133,4,36.0,3,3,1,331,7,LIGHT
3403,623,3,35.92,1,2,1,121,4,LOST
3477,531,1,35.9,1,1,1,111,3,LOST
2888,10,4,35.9,4,3,1,431,8,ACTIVE
1508,45,4,35.9,4,3,1,431,8,ACTIVE
1874,154,4,35.9,2,3,1,231,6,LIGHT
4209,519,2,35.8,1,1,1,111,3,LOST
3800,325,3,35.8,1,2,1,121,4,LOST
2098,436,2,35.8,1,1,1,111,3,LOST
1607,444,2,35.76,1,1,1,111,3,LOST
1042,75,3,35.75,3,2,1,321,6,LIGHT
3974,194,3,35.7,2,2,1,221,5,LIGHT
2537,77,3,35.6,3,2,1,321,6,LIGHT
2995,315,2,35.59,1,1,1,111,3,LOST
2280,353,2,35.5,1,1,1,111,3,LOST
4635,75,4,35.5,3,3,1,331,7,LIGHT
1596,169,4,35.45,2,3,1,231,6,LIGHT
1364,152,4,35.4,2,3,1,231,6,LIGHT
3955,37,2,35.4,4,1,1,411,6,NEW
2585,291,4,35.4,1,3,1,131,5,LOST
4087,126,2,35.3,3,1,1,311,5,LIGHT
2046,131,2,35.25,3,1,1,311,5,LIGHT
1154,227,3,35.2,2,2,1,221,5,LIGHT
3738,0,4,35.2,4,3,1,431,8,ACTIVE
4857,155,2,35.1,2,1,1,211,4,LIGHT
3792,518,1,35.1,1,1,1,111,3,LOST
3057,532,2,35.1,1,1,1,111,3,LOST
1617,275,4,35.1,2,3,1,231,6,LIGHT
1463,6,3,35.1,4,2,1,421,7,ACTIVE
3638,207,2,35.0,2,1,1,211,4,LIGHT
1563,612,2,35.0,1,1,1,111,3,LOST
2377,258,2,35.0,2,1,1,211,4,LIGHT
1487,423,2,34.9,1,1,1,111,3,LOST
1105,222,2,34.8,2,1,1,211,4,LIGHT
1453,404,2,34.8,1,1,1,111,3,LOST
2423,517,2,34.8,1,1,1,111,3,LOST
1201,401,2,34.8,1,1,1,111,3,LOST
2520,24,3,34.77,4,2,1,421,7,ACTIVE
3901,395,2,34.7,1,1,1,111,3,LOST
4354,348,2,34.7,1,1,1,111,3,LOST
1916,44,3,34.65,4,2,1,421,7,ACTIVE
1145,84,3,34.6,3,2,1,321,6,LIGHT
1149,18,2,34.6,4,1,1,411,6,NEW
1117,220,1,34.6,2,1,1,211,4,LIGHT
1571,220,2,34.5,2,1,1,211,4,LIGHT
2094,602,3,34.44,1,2,1,121,4,LOST
1196,33,3,34.42,4,2,1,421,7,ACTIVE
4861,108,3,34.4,3,2,1,321,6,LIGHT
1709,252,2,34.4,2,1,1,211,4,LIGHT
1879,417,4,34.4,1,3,1,131,5,LOST
3417,15,2,34.3,4,1,1,411,6,NEW
3461,187,2,34.3,2,1,1,211,4,LIGHT
2253,162,3,34.3,2,2,1,221,5,LIGHT
4974,420,2,34.24,1,1,1,111,3,LOST
3135,157,3,34.22,2,2,1,221,5,LIGHT
4682,227,3,34.2,2,2,1,221,5,LIGHT
3659,192,4,34.16,2,3,1,231,6,LIGHT
2926,52,3,34.15,4,2,1,421,7,ACTIVE
4943,155,3,34.1,2,2,1,221,5,LIGHT
3871,152,3,34.1,2,2,1,221,5,LIGHT
4581,271,2,34.0,2,1,1,211,4,LIGHT
3319,43,2,34.0,4,1,1,411,6,NEW
1771,282,3,34.0,1,2,1,121,4,LOST
2429,184,1,33.96,2,1,1,211,4,LIGHT
3199,6,1,33.9,4,1,1,411,6,NEW
3725,466,2,33.9,1,1,1,111,3,LOST
1368,168,1,33.9,2,1,1,211,4,LIGHT
3720,216,3,33.9,2,2,1,221,5,LIGHT
3914,356,3,33.82,1,2,1,121,4,LOST
2812,387,2,33.8,1,1,1,111,3,LOST
2318,348,2,33.7,1,1,1,111,3,LOST
3475,16,4,33.7,4,3,1,431,8,ACTIVE
4033,207,3,33.7,2,2,1,221,5,LIGHT
2970,0,2,33.6,4,1,1,411,6,NEW
2677,7,2,33.6,4,1,1,411,6,NEW
3332,333,2,33.55,1,1,1,111,3,LOST
3876,88,3,33.5,3,2,1,321,6,LIGHT
3056,137,2,33.4,3,1,1,311,5,LIGHT
2662,390,3,33.4,1,2,1,121,4,LOST
3695,174,4,33.4,2,3,1,231,6,LIGHT
2725,702,2,33.4,1,1,1,111,3,LOST
2605,487,2,33.35,1,1,1,111,3,LOST
2275,150,2,33.32,2,1,1,211,4,LIGHT
2114,54,3,33.3,4,2,1,421,7,ACTIVE
2258,437,3,33.3,1,2,1,121,4,LOST
2347,337,2,33.3,1,1,1,111,3,LOST
2030,117,3,33.22,3,2,1,321,6,LIGHT
3131,392,2,33.2,1,1,1,111,3,LOST
4905,35,1,33.2,4,1,1,411,6,NEW
1374,147,4,33.2,2,3,1,231,6,LIGHT
3242,221,3,33.1,2,2,1,221,5,LIGHT
4400,19,3,33.02,4,2,1,421,7,ACTIVE
1122,9,3,33.0,4,2,1,421,7,ACTIVE
3211,91,2,33.0,3,1,1,311,5,LIGHT
1232,182,3,33.0,2,2,1,221,5,LIGHT
4998,77,1,33.0,3,1,1,311,5,LIGHT
2199,576,2,33.0,1,1,1,111,3,LOST
4811,58,3,32.9,3,2,1,321,6,LIGHT
4670,80,3,32.9,3,2,1,321,6,LIGHT
1861,140,2,32.9,3,1,1,311,5,LIGHT
3521,166,4,32.9,2,3,1,231,6,LIGHT
3367,671,1,32.8,1,1,1,111,3,LOST
4518,163,2,32.8,2,1,1,211,4,LIGHT
4327,248,2,32.76,2,1,1,211,4,LIGHT
3964,659,2,32.7,1,1,1,111,3,LOST
2088,324,2,32.7,1,1,1,111,3,LOST
1459,165,1,32.66,2,1,1,211,4,LIGHT
1633,143,2,32.62,2,1,1,211,4,LIGHT
2384,362,2,32.6,1,1,1,111,3,LOST
1593,144,3,32.6,2,2,1,221,5,LIGHT
1219,454,2,32.6,1,1,1,111,3,LOST
3747,309,2,32.6,1,1,1,111,3,LOST
2057,47,2,32.54,4,1,1,411,6,NEW
1317,522,3,32.54,1,2,1,121,4,LOST
2919,183,2,32.5,2,1,1,211,4,LIGHT
4570,130,2,32.5,3,1,1,311,5,LIGHT
3820,522,2,32.5,1,1,1,111,3,LOST
2013,122,3,32.45,3,2,1,321,6,LIGHT
4047,299,2,32.44,1,1,1,111,3,LOST
4533,223,3,32.4,2,2,1,221,5,LIGHT
3885,76,2,32.4,3,1,1,311,5,LIGHT
2856,131,2,32.4,3,1,1,311,5,LIGHT
1727,165,2,32.4,2,1,1,211,4,LIGHT
3641,3,3,32.3,4,2,1,421,7,ACTIVE
3908,173,2,32.3,2,1,1,211,4,LIGHT
3425,380,3,32.3,1,2,1,121,4,LOST
2036,490,3,32.3,1,2,1,121,4,LOST
2053,100,3,32.2,3,2,1,321,6,LIGHT
1057,570,3,32.15,1,2,1,121,4,LOST
2651,475,2,32.12,1,1,1,111,3,LOST
3317,184,3,32.11,2,2,1,221,5,LIGHT
1577,289,1,32.1,1,1,1,111,3,LOST
2006,22,2,32.0,4,1,1,411,6,NEW
3449,31,3,32.0,4,2,1,421,7,ACTIVE
2845,90,2,31.9,3,1,1,311,5,LIGHT
1408,160,3,31.9,2,2,1,221,5,LIGHT
2603,550,1,31.86,1,1,1,111,3,LOST
4145,263,3,31.84,2,2,1,221,5,LIGHT
3992,410,2,31.75,1,1,1,111,3,LOST
1085,137,3,31.74,3,2,1,321,6,LIGHT
1645,451,2,31.7,1,1,1,111,3,LOST
2966,399,2,31.7,1,1,1,111,3,LOST
3565,624,1,31.54,1,1,1,111,3,LOST
3152,36,1,31.5,4,1,1,411,6,NEW
3326,244,2,31.5,2,1,1,211,4,LIGHT
4081,71,3,31.44,3,2,1,321,6,LIGHT
3945,87,3,31.4,3,2,1,321,6,LIGHT
3019,11,2,31.4,4,1,1,411,6,NEW
4913,151,3,31.4,2,2,1,221,5,LIGHT
3710,130,3,31.3,3,2,1,321,6,LIGHT
4674,578,3,31.2,1,2,1,121,4,LOST
3791,280,2,31.2,2,1,1,211,4,LIGHT
3890,65,4,31.1,3,3,1,331,7,LIGHT
2887,347,2,31.1,1,1,1,111,3,LOST
3805,468,3,31.1,1,2,1,121,4,LOST
4936,290,2,31.1,1,1,1,111,3,LOST
1164,275,2,31.1,2,1,1,211,4,LIGHT
1429,326,2,31.1,1,1,1,111,3,LOST
2141,297,4,31.0,1,3,1,131,5,LOST
3172,304,3,31.0,1,2,1,121,4,LOST
2174,468,3,30.8,1,2,1,121,4,LOST
3147,6,2,30.75,4,1,1,411,6,NEW
2451,458,3,30.65,1,2,1,121,4,LOST
1121,655,1,30.62,1,1,1,111,3,LOST
2214,345,1,30.6,1,1,1,111,3,LOST
3550,377,3,30.6,1,2,1,121,4,LOST
3188,24,3,30.59,4,2,1,421,7,ACTIVE
1189,544,2,30.55,1,1,1,111,3,LOST
4625,267,2,30.5,2,1,1,211,4,LIGHT
2631,94,3,30.5,3,2,1,321,6,LIGHT
3196,56,2,30.44,4,1,1,411,6,NEW
3004,323,2,30.35,1,1,1,111,3,LOST
2329,168,2,30.3,2,1,1,211,4,LIGHT
4332,36,2,30.25,4,1,1,411,6,NEW
2335,160,2,30.2,2,1,1,211,4,LIGHT
3852,273,3,30.1,2,2,1,221,5,LIGHT
1662,201,2,30.0,2,1,1,211,4,LIGHT
4802,507,1,30.0,1,1,1,111,3,LOST
3073,347,2,30.0,1,1,1,111,3,LOST
1447,573,1,30.0,1,1,1,111,3,LOST
1665,31,3,30.0,4,2,1,421,7,ACTIVE
1920,317,2,30.0,1,1,1,111,3,LOST
4575,20,4,29.94,4,3,1,431,8,ACTIVE
2468,292,2,29.8,1,1,1,111,3,LOST
4907,253,2,29.7,2,1,1,211,4,LIGHT
1470,567,1,29.7,1,1,1,111,3,LOST
2954,208,3,29.5,2,2,1,221,5,LIGHT
2577,66,4,29.45,3,3,1,331,7,LIGHT
3313,266,3,29.4,2,2,1,221,5,LIGHT
2733,161,3,29.3,2,2,1,221,5,LIGHT
4983,382,3,29.22,1,2,1,121,4,LOST
1598,303,3,29.2,1,2,1,121,4,LOST
1683,132,2,29.2,3,1,1,311,5,LIGHT
4801,148,2,29.2,2,1,1,211,4,LIGHT
2798,130,4,29.2,3,3,1,331,7,LIGHT
4927,72,2,29.2,3,1,1,311,5,LIGHT
3825,702,1,29.14,1,1,1,111,3,LOST
2734,275,1,29.14,2,1,1,211,4,LIGHT
4479,323,4,29.1,1,3,1,131,5,LOST
1166,575,2,29.1,1,1,1,111,3,LOST
3069,265,2,29.0,2,1,1,211,4,LIGHT
4995,576,2,29.0,1,1,1,111,3,LOST
2862,144,3,28.98,2,2,1,221,5,LIGHT
3542,172,2,28.9,2,1,1,211,4,LIGHT
3636,230,3,28.9,2,2,1,221,5,LIGHT
3018,186,3,28.8,2,2,1,221,5,LIGHT
1272,521,1,28.8,1,1,1,111,3,LOST
4729,266,3,28.74,2,2,1,221,5,LIGHT
2881,577,2,28.65,1,1,1,111,3,LOST
4979,250,3,28.6,2,2,1,221,5,LIGHT
3177,438,2,28.6,1,1,1,111,3,LOST
1841,234,2,28.6,2,1,1,211,4,LIGHT
4136,141,3,28.6,2,2,1,221,5,LIGHT
2308,476,2,28.6,1,1,1,111,3,LOST
4639,403,1,28.6,1,1,1,111,3,LOST
4552,74,3,28.5,3,2,1,321,6,LIGHT
4996,36,3,28.5,4,2,1,421,7,ACTIVE
3494,179,3,28.45,2,2,1,221,5,LIGHT
4714,122,2,28.4,3,1,1,311,5,LIGHT
1192,355,2,28.4,1,1,1,111,3,LOST
4611,125,2,28.3,3,1,1,311,5,LIGHT
3047,114,2,28.3,3,1,1,311,5,LIGHT
2976,211,2,28.21,2,1,1,211,4,LIGHT
3722,516,3,28.2,1,2,1,121,4,LOST
3448,460,1,28.2,1,1,1,111,3,LOST
2541,474,3,28.2,1,2,1,121,4,LOST
2220,148,2,28.2,2,1,1,211,4,LIGHT
4595,145,2,28.1,2,1,1,211,4,LIGHT
4481,467,2,28.1,1,1,1,111,3,LOST
3366,376,2,28.1,1,1,1,111,3,LOST
3391,9,1,28.0,4,1,1,411,6,NEW
2774,63,3,27.96,3,2,1,321,6,LIGHT
3404,23,2,27.94,4,1,1,411,6,NEW
3012,101,3,27.9,3,2,1,321,6,LIGHT
3244,40,3,27.9,4,2,1,421,7,ACTIVE
3569,419,3,27.8,1,2,1,121,4,LOST
4242,21,3,27.76,4,2,1,421,7,ACTIVE
3707,187,2,27.75,2,1,1,211,4,LIGHT
2931,543,1,27.7,1,1,1,111,3,LOST
1531,345,2,27.7,1,1,1,111,3,LOST
2227,193,2,27.7,2,1,1,211,4,LIGHT
4948,586,2,27.6,1,1,1,111,3,LOST
1640,662,2,27.4,1,1,1,111,3,LOST
3386,330,4,27.4,1,3,1,131,5,LOST
4409,349,2,27.34,1,1,1,111,3,LOST
3078,120,2,27.3,3,1,1,311,5,LIGHT
2192,323,2,27.3,1,1,1,111,3,LOST
3008,539,2,27.3,1,1,1,111,3,LOST
3826,612,1,27.24,1,1,1,111,3,LOST
2615,580,2,27.2,1,1,1,111,3,LOST
4189,110,2,27.1,3,1,1,311,5,LIGHT
4241,454,2,27.1,1,1,1,111,3,LOST
4866,131,3,27.1,3,2,1,321,6,LIGHT
1238,304,1,27.0,1,1,1,111,3,LOST
2334,668,2,27.0,1,1,1,111,3,LOST
2686,375,2,27.0,1,1,1,111,3,LOST
1334,206,2,27.0,2,1,1,211,4,LIGHT
2853,408,2,26.9,1,1,1,111,3,LOST
2658,75,2,26.9,3,1,1,311,5,LIGHT
2477,209,3,26.9,2,2,1,221,5,LIGHT
3711,175,2,26.85,2,1,1,211,4,LIGHT
1255,460,1,26.8,1,1,1,111,3,LOST
1769,0,2,26.8,4,1,1,411,6,NEW
2828,697,1,26.8,1,1,1,111,3,LOST
1685,134,4,26.7,3,3,1,331,7,LIGHT
4987,357,3,26.4,1,2,1,121,4,LOST
2473,182,2,26.4,2,1,1,211,4,LIGHT
1112,265,1,26.36,2,1,1,211,4,LIGHT
4884,699,1,26.3,1,1,1,111,3,LOST
2342,376,2,26.3,1,1,1,111,3,LOST
1794,104,2,26.3,3,1,1,311,5,LIGHT
2285,14,2,26.2,4,1,1,411,6,NEW
3451,121,4,26.2,3,3,1,331,7,LIGHT
2398,356,3,26.2,1,2,1,121,4,LOST
2259,562,3,26.15,1,2,1,121,4,LOST
4900,455,2,26.1,1,1,1,111,3,LOST
3269,84,2,26.1,3,1,1,311,5,LIGHT
1200,95,3,26.05,3,2,1,321,6,LIGHT
3231,274,2,26.0,2,1,1,211,4,LIGHT
4517,430,1,26.0,1,1,1,111,3,LOST
4985,4,4,25.97,4,3,1,431,8,ACTIVE
1972,211,2,25.9,2,1,1,211,4,LIGHT
1586,607,2,25.9,1,1,1,111,3,LOST
3788,317,1,25.8,1,1,1,111,3,LOST
4027,184,2,25.8,2,1,1,211,4,LIGHT
1445,607,3,25.8,1,2,1,121,4,LOST
1610,218,2,25.7,2,1,1,211,4,LIGHT
1284,485,2,25.6,1,1,1,111,3,LOST
3739,146,3,25.6,2,2,1,221,5,LIGHT
1344,117,2,25.5,3,1,1,311,5,LIGHT
1159,199,3,25.45,2,2,1,221,5,LIGHT
3288,248,3,25.4,2,2,1,221,5,LIGHT
1044,66,2,25.4,3,1,1,311,5,LIGHT
1876,197,1,25.3,2,1,1,211,4,LIGHT
4186,66,1,25.3,3,1,1,311,5,LIGHT
3293,235,3,25.3,2,2,1,221,5,LIGHT
2084,137,2,25.3,3,1,1,311,5,LIGHT
3708,118,3,25.2,3,2,1,321,6,LIGHT
2621,459,2,25.2,1,1,1,111,3,LOST
1960,355,1,25.2,1,1,1,111,3,LOST
4829,57,1,25.2,3,1,1,311,5,LIGHT
3001,6,2,25.2,4,1,1,411,6,NEW
4315,248,2,25.2,2,1,1,211,4,LIGHT
2776,595,2,25.14,1,1,1,111,3,LOST
4141,48,1,25.1,4,1,1,411,6,NEW
1338,506,2,25.1,1,1,1,111,3,LOST
2866,623,1,25.0,1,1,1,111,3,LOST
3632,451,2,25.0,1,1,1,111,3,LOST
4902,258,3,25.0,2,2,1,221,5,LIGHT
4052,253,2,24.82,2,1,1,211,4,LIGHT
2322,683,2,24.8,1,1,1,111,3,LOST
4143,663,2,24.7,1,1,1,111,3,LOST
4237,589,1,24.7,1,1,1,111,3,LOST
2752,81,1,24.7,3,1,1,311,5,LIGHT
3836,24,2,24.7,4,1,1,411,6,NEW
1132,99,3,24.64,3,2,1,321,6,LIGHT
1273,240,2,24.6,2,1,1,211,4,LIGHT
3032,208,2,24.55,2,1,1,211,4,LIGHT
3432,270,2,24.5,2,1,1,211,4,LIGHT
4005,596,1,24.5,1,1,1,111,3,LOST
1707,204,2,24.5,2,1,1,211,4,LIGHT
3602,429,2,24.5,1,1,1,111,3,LOST
4870,547,3,24.4,1,2,1,121,4,LOST
4791,671,2,24.4,1,1,1,111,3,LOST
1352,667,1,24.4,1,1,1,111,3,LOST
4225,236,2,24.4,2,1,1,211,4,LIGHT
1786,323,3,24.3,1,2,1,121,4,LOST
1357,115,3,24.3,3,2,1,321,6,LIGHT
2216,43,1,24.2,4,1,1,411,6,NEW
2820,401,1,24.2,1,1,1,111,3,LOST
4436,7,1,24.1,4,1,1,411,6,NEW
3238,545,2,24.0,1,1,1,111,3,LOST
1156,108,1,24.0,3,1,1,311,5,LIGHT
4123,16,2,24.0,4,1,1,411,6,NEW
1005,706,2,24.0,1,1,1,111,3,LOST
2050,185,2,23.9,2,1,1,211,4,LIGHT
1048,73,2,23.8,3,1,1,311,5,LIGHT
3372,673,1,23.8,1,1,1,111,3,LOST
1481,209,2,23.8,2,1,1,211,4,LIGHT
4425,74,1,23.7,3,1,1,311,5,LIGHT
4383,393,2,23.7,1,1,1,111,3,LOST
4621,642,1,23.7,1,1,1,111,3,LOST
1369,394,3,23.6,1,2,1,121,4,LOST
3434,203,1,23.52,2,1,1,211,4,LIGHT
1167,317,2,23.5,1,1,1,111,3,LOST
4429,162,1,23.5,2,1,1,211,4,LIGHT
2822,12,2,23.48,4,1,1,411,6,NEW
4535,25,3,23.4,4,2,1,421,7,ACTIVE
4844,310,1,23.4,1,1,1,111,3,LOST
1594,341,3,23.3,1,2,1,121,4,LOST
1975,95,2,23.3,3,1,1,311,5,LIGHT
4560,180,2,23.2,2,1,1,211,4,LIGHT
4964,30,2,23.15,4,1,1,411,6,NEW
4612,244,2,23.1,2,1,1,211,4,LIGHT
3383,412,3,23.1,1,2,1,121,4,LOST
1299,210,3,23.1,2,2,1,221,5,LIGHT
2767,337,1,23.1,1,1,1,111,3,LOST
4031,73,3,23.0,3,2,1,321,6,LIGHT
2457,382,3,23.0,1,2,1,121,4,LOST
2501,112,2,23.0,3,1,1,311,5,LIGHT
3568,74,4,22.85,3,3,1,331,7,LIGHT
1891,543,2,22.8,1,1,1,111,3,LOST
2198,507,1,22.8,1,1,1,111,3,LOST
4333,182,1,22.8,2,1,1,211,4,LIGHT
2140,0,3,22.7,4,2,1,421,7,ACTIVE
1292,67,2,22.7,3,1,1,311,5,LIGHT
1790,276,2,22.7,2,1,1,211,4,LIGHT
2015,232,2,22.6,2,1,1,211,4,LIGHT
2609,126,2,22.6,3,1,1,311,5,LIGHT
1193,48,2,22.56,4,1,1,411,6,NEW
1886,28,2,22.56,4,1,1,411,6,NEW
4184,15,3,22.5,4,2,1,421,7,ACTIVE
4347,298,2,22.5,1,1,1,111,3,LOST
3540,300,3,22.4,1,2,1,121,4,LOST
1119,329,1,22.4,1,1,1,111,3,LOST
2567,526,1,22.4,1,1,1,111,3,LOST
2801,446,4,22.35,1,3,1,131,5,LOST
4093,478,2,22.3,1,1,1,111,3,LOST
3336,279,1,22.2,2,1,1,211,4,LIGHT
4984,248,3,22.15,2,2,1,221,5,LIGHT
2722,412,2,22.1,1,1,1,111,3,LOST
3052,179,2,22.05,2,1,1,211,4,LIGHT
4307,543,1,21.96,1,1,1,111,3,LOST
4658,169,3,21.9,2,2,1,221,5,LIGHT
1871,381,1,21.9,1,1,1,111,3,LOST
4522,226,3,21.9,2,2,1,221,5,LIGHT
3146,551,2,21.8,1,1,1,111,3,LOST
1464,210,2,21.8,2,1,1,211,4,LIGHT
5000,323,3,21.8,1,2,1,121,4,LOST
1944,121,2,21.7,3,1,1,311,5,LIGHT
3906,197,2,21.6,2,1,1,211,4,LIGHT
3314,504,1,21.6,1,1,1,111,3,LOST
3286,7,2,21.6,4,1,1,411,6,NEW
3958,56,3,21.6,4,2,1,421,7,ACTIVE
4483,137,2,21.53,3,1,1,311,5,LIGHT
2985,215,2,21.5,2,1,1,211,4,LIGHT
2848,45,2,21.4,4,1,1,411,6,NEW
3538,304,3,21.3,1,2,1,121,4,LOST
4497,206,2,21.2,2,1,1,211,4,LIGHT
3555,442,1,21.2,1,1,1,111,3,LOST
3037,310,2,21.1,1,1,1,111,3,LOST
2526,75,2,21.1,3,1,1,311,5,LIGHT
2180,377,2,21.1,1,1,1,111,3,LOST
3734,116,2,21.0,3,1,1,311,5,LIGHT
1300,482,1,21.0,1,1,1,111,3,LOST
2414,574,1,21.0,1,1,1,111,3,LOST
4520,647,3,21.0,1,2,1,121,4,LOST
1556,578,1,20.9,1,1,1,111,3,LOST
4689,114,3,20.9,3,2,1,321,6,LIGHT
1957,333,2,20.8,1,1,1,111,3,LOST
4980,492,1,20.75,1,1,1,111,3,LOST
2493,145,2,20.7,2,1,1,211,4,LIGHT
1068,182,2,20.7,2,1,1,211,4,LIGHT
2987,623,1,20.6,1,1,1,111,3,LOST
1695,329,1,20.6,1,1,1,111,3,LOST
2121,422,2,20.6,1,1,1,111,3,LOST
2539,45,2,20.6,4,1,1,411,6,NEW
2021,352,1,20.6,1,1,1,111,3,LOST
2103,294,1,20.55,1,1,1,111,3,LOST
2748,637,1,20.4,1,1,1,111,3,LOST
1455,287,1,20.4,1,1,1,111,3,LOST
3870,284,2,20.2,1,1,1,111,3,LOST
3991,545,1,20.16,1,1,1,111,3,LOST
3536,635,1,20.1,1,1,1,111,3,LOST
1681,542,2,20.1,1,1,1,111,3,LOST
1437,137,2,20.05,3,1,1,311,5,LIGHT
1845,145,3,20.0,2,2,1,221,5,LIGHT
4181,479,1,20.0,1,1,1,111,3,LOST
3155,464,1,20.0,1,1,1,111,3,LOST
1257,470,2,20.0,1,1,1,111,3,LOST
1066,566,3,19.92,1,2,1,121,4,LOST
2161,462,2,19.92,1,1,1,111,3,LOST
2490,12,3,19.92,4,2,1,421,7,ACTIVE
3654,14,2,19.8,4,1,1,411,6,NEW
3626,567,2,19.8,1,1,1,111,3,LOST
3197,669,1,19.8,1,1,1,111,3,LOST
2898,525,3,19.7,1,2,1,121,4,LOST
1462,462,2,19.7,1,1,1,111,3,LOST
3933,393,2,19.62,1,1,1,111,3,LOST
3230,350,1,19.6,1,1,1,111,3,LOST
2372,118,2,19.6,3,1,1,311,5,LIGHT
4642,27,2,19.57,4,1,1,411,6,NEW
2710,77,2,19.5,3,1,1,311,5,LIGHT
3883,86,2,19.5,3,1,1,311,5,LIGHT
2852,205,1,19.5,2,1,1,211,4,LIGHT
4135,598,2,19.4,1,1,1,111,3,LOST
4118,6,1,19.4,4,1,1,411,6,NEW
4010,1,2,19.4,4,1,1,411,6,NEW
2607,405,2,19.3,1,1,1,111,3,LOST
2219,257,3,19.2,2,2,1,221,5,LIGHT
1350,483,2,19.2,1,1,1,111,3,LOST
2463,4,3,19.2,4,2,1,421,7,ACTIVE
4920,312,2,19.0,1,1,1,111,3,LOST
2112,572,2,19.0,1,1,1,111,3,LOST
4803,365,3,19.0,1,2,1,121,4,LOST
3606,414,1,18.9,1,1,1,111,3,LOST
4451,402,1,18.9,1,1,1,111,3,LOST
1880,106,2,18.8,3,1,1,311,5,LIGHT
2844,223,1,18.8,2,1,1,211,4,LIGHT
3715,233,3,18.7,2,2,1,221,5,LIGHT
4792,163,2,18.7,2,1,1,211,4,LIGHT
4930,504,1,18.7,1,1,1,111,3,LOST
1700,61,2,18.64,3,1,1,311,5,LIGHT
2998,169,2,18.6,2,1,1,211,4,LIGHT
3566,16,2,18.6,4,1,1,411,6,NEW
3598,259,2,18.5,2,1,1,211,4,LIGHT
3887,462,1,18.44,1,1,1,111,3,LOST
3087,368,3,18.4,1,2,1,121,4,LOST
2487,174,2,18.1,2,1,1,211,4,LIGHT
2731,263,2,18.0,2,1,1,211,4,LIGHT
2075,344,3,18.0,1,2,1,121,4,LOST
2628,393,1,18.0,1,1,1,111,3,LOST
4208,695,1,18.0,1,1,1,111,3,LOST
4737,102,1,18.0,3,1,1,311,5,LIGHT
3395,133,2,17.9,3,1,1,311,5,LIGHT
1080,230,2,17.8,2,1,1,211,4,LIGHT
1402,442,1,17.8,1,1,1,111,3,LOST
3834,591,2,17.76,1,1,1,111,3,LOST
4918,337,1,17.7,1,1,1,111,3,LOST
1137,95,2,17.6,3,1,1,311,5,LIGHT
4379,90,2,17.6,3,1,1,311,5,LIGHT
4490,708,1,17.6,1,1,1,111,3,LOST
4775,641,1,17.6,1,1,1,111,3,LOST
4587,586,1,17.6,1,1,1,111,3,LOST
3130,242,3,17.5,2,2,1,221,5,LIGHT
1247,452,2,17.4,1,1,1,111,3,LOST
2330,420,2,17.4,1,1,1,111,3,LOST
3845,102,1,17.4,3,1,1,311,5,LIGHT
1313,5,1,17.3,4,1,1,411,6,NEW
3580,36,2,17.2,4,1,1,411,6,NEW
3970,423,1,17.2,1,1,1,111,3,LOST
3234,136,1,17.1,3,1,1,311,5,LIGHT
3466,386,2,17.1,1,1,1,111,3,LOST
1071,460,1,17.1,1,1,1,111,3,LOST
4491,468,1,17.1,1,1,1,111,3,LOST
2153,381,2,17.09,1,1,1,111,3,LOST
2675,106,3,17.0,3,2,1,321,6,LIGHT
4279,702,1,16.9,1,1,1,111,3,LOST
1755,574,2,16.9,1,1,1,111,3,LOST
4158,4,2,16.85,4,1,1,411,6,NEW
2145,18,2,16.8,4,1,1,411,6,NEW
1059,564,2,16.8,1,1,1,111,3,LOST
1496,613,1,16.8,1,1,1,111,3,LOST
1471,496,2,16.8,1,1,1,111,3,LOST
1222,97,2,16.8,3,1,1,311,5,LIGHT
1046,189,2,16.7,2,1,1,211,4,LIGHT
3408,55,2,16.7,4,1,1,411,6,NEW
3272,192,2,16.65,2,2,1,221,5,LIGHT
3501,156,2,16.6,2,2,1,221,5,LIGHT
3634,20,2,16.6,4,2,1,421,7,ACTIVE
4032,142,2,16.6,2,2,1,221,5,LIGHT
1228,310,1,16.6,1,1,1,111,3,LOST
1630,222,2,16.5,2,2,1,221,5,LIGHT
4885,75,1,16.4,3,1,1,311,5,LIGHT
