Member_number,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
3393,53,6,150.14,4,4,4,444,12,STARS
1997,2,6,150.12,4,4,4,444,12,STARS
4045,8,4,149.9,4,2,4,424,10,BIG SPENDER
3322,80,6,149.8,3,4,4,344,11,BIG SPENDER
1094,113,8,149.79,3,4,4,344,11,BIG SPENDER
2952,35,5,149.36,4,3,4,434,11,BIG SPENDER
2357,98,7,149.35,3,4,4,344,11,BIG SPENDER
2612,213,7,149.25,2,4,4,244,10,BIG SPENDER
1061,116,5,149.1,3,3,4,334,10,BIG SPENDER
3692,73,5,149.1,3,3,4,334,10,BIG SPENDER
4759,313,2,148.85,1,1,4,114,6,BIG SPENDER
3472,244,3,148.8,2,2,4,224,8,BIG SPENDER
2144,359,5,148.6,1,3,4,134,8,BIG SPENDER
2547,36,5,148.6,4,3,4,434,11,BIG SPENDER
2835,82,7,148.52,3,4,4,344,11,BIG SPENDER
2045,23,7,148.4,4,4,4,444,12,STARS
4044,29,4,148.4,4,2,4,424,10,BIG SPENDER
3389,135,5,148.4,3,3,4,334,10,BIG SPENDER
3547,32,3,148.09,4,2,4,424,10,BIG SPENDER
3077,121,6,148.01,3,4,4,344,11,BIG SPENDER
3783,191,7,148.0,2,4,4,244,10,BIG SPENDER
3558,102,4,148.0,3,2,4,324,9,BIG SPENDER
1602,123,7,148.0,3,4,4,344,11,BIG SPENDER
3511,45,7,147.94,4,4,4,444,12,STARS
3701,247,4,147.68,2,2,4,224,8,BIG SPENDER
4877,54,6,147.41,4,4,4,444,12,STARS
3438,3,6,147.35,4,4,4,444,12,STARS
2383,86,5,147.29,3,3,4,334,10,BIG SPENDER
3207,34,4,147.2,4,2,4,424,10,BIG SPENDER
4734,38,3,147.1,4,2,4,424,10,BIG SPENDER
4773,51,7,147.1,4,4,4,444,12,STARS
3948,198,5,147.02,2,3,4,234,9,BIG SPENDER
2041,97,7,146.7,3,4,4,344,11,BIG SPENDER
3582,196,6,146.61,2,4,4,244,10,BIG SPENDER
1865,27,6,146.6,4,4,4,444,12,STARS
1329,221,5,146.6,2,3,4,234,9,BIG SPENDER
4778,128,5,146.4,3,3,4,334,10,BIG SPENDER
1229,285,3,146.4,1,2,4,124,7,BIG SPENDER
2117,53,3,146.28,4,2,4,424,10,BIG SPENDER
4388,285,4,146.25,1,2,4,124,7,BIG SPENDER
3175,37,6,146.2,4,4,4,444,12,STARS
1509,0,6,146.2,4,4,4,444,12,STARS
2069,181,5,146.1,2,3,4,234,9,BIG SPENDER
3194,241,6,145.8,2,4,4,244,10,BIG SPENDER
1566,41,9,145.76,4,4,4,444,12,STARS
4297,64,8,145.52,3,4,4,344,11,BIG SPENDER
1659,30,7,145.5,4,4,4,444,12,STARS
1333,99,6,145.5,3,4,4,344,11,BIG SPENDER
4685,56,6,145.5,4,4,4,444,12,STARS
2602,19,6,145.44,4,4,4,444,12,STARS
1811,98,7,145.3,3,4,4,344,11,BIG SPENDER
2056,36,6,145.23,4,4,4,444,12,STARS
3090,56,9,145.22,4,4,4,444,12,STARS
4851,10,5,145.2,4,3,4,434,11,BIG SPENDER
4030,8,5,145.05,4,3,4,434,11,BIG SPENDER
1264,23,6,145.0,4,4,4,444,12,STARS
4953,81,4,144.9,3,2,4,324,9,BIG SPENDER
2997,0,5,144.87,4,3,4,434,11,BIG SPENDER
3774,13,4,144.7,4,2,4,424,10,BIG SPENDER
1283,47,7,144.7,4,4,4,444,12,STARS
3508,137,7,144.61,3,4,4,344,11,BIG SPENDER
4275,110,5,144.6,3,3,4,334,10,BIG SPENDER
2745,245,6,144.6,2,4,4,244,10,BIG SPENDER
3507,50,7,144.4,4,4,4,444,12,STARS
1120,95,6,144.39,3,4,4,344,11,BIG SPENDER
3101,13,6,144.1,4,4,4,444,12,STARS
2854,325,4,144.02,1,2,4,124,7,BIG SPENDER
4807,195,6,144.0,2,4,4,244,10,BIG SPENDER
3071,200,4,143.85,2,2,4,224,8,BIG SPENDER
4391,279,6,143.84,2,4,4,244,10,BIG SPENDER
1133,149,5,143.82,2,3,4,234,9,BIG SPENDER
2582,46,2,143.8,4,1,4,414,9,BIG SPENDER
3727,225,5,143.8,2,3,4,234,9,BIG SPENDER
4442,32,5,143.7,4,3,4,434,11,BIG SPENDER
4267,81,6,143.7,3,4,4,344,11,BIG SPENDER
3688,68,3,143.66,3,2,4,324,9,BIG SPENDER
4424,75,3,143.65,3,2,4,324,9,BIG SPENDER
4681,110,4,143.62,3,2,4,324,9,BIG SPENDER
1484,84,3,143.6,3,2,4,324,9,BIG SPENDER
3266,66,7,143.55,3,4,4,344,11,BIG SPENDER
2369,74,4,143.5,3,2,4,324,9,BIG SPENDER
3505,80,6,143.2,3,4,4,344,11,BIG SPENDER
3045,279,4,143.15,2,2,4,224,8,BIG SPENDER
2836,1,5,143.12,4,3,4,434,11,BIG SPENDER
4557,72,4,143.0,3,2,4,324,9,BIG SPENDER
4592,22,6,142.9,4,4,4,444,12,STARS
4024,75,6,142.9,3,4,4,344,11,BIG SPENDER
4325,77,4,142.7,3,2,4,324,9,BIG SPENDER
4564,56,6,142.26,4,4,4,444,12,STARS
3410,62,7,142.24,3,4,4,344,11,BIG SPENDER
1839,82,5,142.2,3,3,4,334,10,BIG SPENDER
1204,160,7,142.1,2,4,4,244,10,BIG SPENDER
2403,29,4,142.1,4,2,4,424,10,BIG SPENDER
3803,7,6,142.05,4,4,4,444,12,STARS
2272,116,6,142.0,3,4,4,344,11,BIG SPENDER
1584,173,5,141.95,2,3,4,234,9,BIG SPENDER
3337,203,5,141.86,2,3,4,234,9,BIG SPENDER
2244,276,6,141.8,2,4,4,244,10,BIG SPENDER
2654,35,6,141.7,4,4,4,444,12,STARS
3002,139,5,141.6,3,3,4,334,10,BIG SPENDER
4797,179,5,141.6,2,3,4,234,9,BIG SPENDER
4916,304,5,141.5,1,3,4,134,8,BIG SPENDER
3116,385,5,141.4,1,3,4,134,8,BIG SPENDER
4445,29,6,141.2,4,4,4,444,12,STARS
1894,88,4,141.2,3,2,4,324,9,BIG SPENDER
3518,65,6,140.95,3,4,4,344,11,BIG SPENDER
1943,91,5,140.86,3,3,4,334,10,BIG SPENDER
2454,50,7,140.7,4,4,4,444,12,STARS
1322,72,4,140.64,3,2,4,324,9,BIG SPENDER
2687,107,4,140.6,3,2,4,324,9,BIG SPENDER
2293,11,8,140.56,4,4,4,444,12,STARS
4541,256,4,140.4,2,2,4,224,8,BIG SPENDER
3718,73,6,140.4,3,4,4,344,11,BIG SPENDER
3571,19,6,140.2,4,4,4,444,12,STARS
2964,141,5,140.2,3,3,4,334,10,BIG SPENDER
1821,223,3,140.2,2,2,4,224,8,BIG SPENDER
3072,205,5,140.15,2,3,4,234,9,BIG SPENDER
4832,27,5,140.02,4,3,4,434,11,BIG SPENDER
2040,84,6,140.0,3,4,4,344,11,BIG SPENDER
3809,281,4,139.9,1,2,4,124,7,BIG SPENDER
2018,127,5,139.6,3,3,4,334,10,BIG SPENDER
1341,61,4,139.4,3,2,4,324,9,BIG SPENDER
1457,355,6,139.4,1,4,4,144,9,BIG SPENDER
2399,321,5,139.3,1,3,4,134,8,BIG SPENDER
2042,41,6,139.24,4,4,4,444,12,STARS
3741,39,4,139.1,4,2,4,424,10,BIG SPENDER
4661,234,7,139.1,2,4,4,244,10,BIG SPENDER
3621,58,7,139.05,3,4,4,344,11,BIG SPENDER
1239,121,7,139.0,3,4,4,344,11,BIG SPENDER
3819,185,2,138.8,2,1,4,214,7,BIG SPENDER
4972,327,6,138.7,1,4,4,144,9,BIG SPENDER
3526,126,5,138.63,3,3,4,334,10,BIG SPENDER
2375,21,5,138.6,4,3,4,434,11,BIG SPENDER
1081,241,5,138.6,2,3,4,234,9,BIG SPENDER
4202,28,6,138.4,4,4,4,444,12,STARS
4301,10,4,138.26,4,2,4,424,10,BIG SPENDER
2289,56,7,137.84,4,4,4,444,12,STARS
4746,21,6,137.8,4,4,4,444,12,STARS
2066,223,4,137.7,2,2,4,224,8,BIG SPENDER
1416,130,6,137.7,3,4,4,344,11,BIG SPENDER
2310,281,4,137.68,1,2,4,124,7,BIG SPENDER
4951,36,6,137.6,4,4,4,444,12,STARS
3670,378,4,137.55,1,2,4,124,7,BIG SPENDER
1939,61,5,137.52,3,3,4,334,10,BIG SPENDER
4092,91,4,137.5,3,2,4,324,9,BIG SPENDER
3498,274,4,137.5,2,2,4,224,8,BIG SPENDER
3170,27,3,137.4,4,2,4,424,10,BIG SPENDER
3677,30,5,137.15,4,3,4,434,11,BIG SPENDER
4262,75,7,137.1,3,4,4,344,11,BIG SPENDER
2432,18,7,137.0,4,4,4,444,12,STARS
3904,233,3,137.0,2,2,4,224,8,BIG SPENDER
1917,154,5,137.0,2,3,4,234,9,BIG SPENDER
3469,224,5,137.0,2,3,4,234,9,BIG SPENDER
1327,143,8,136.92,2,4,4,244,10,BIG SPENDER
1157,452,2,136.9,1,1,4,114,6,BIG SPENDER
4131,276,4,136.8,2,2,4,224,8,BIG SPENDER
3481,87,4,136.8,3,2,4,324,9,BIG SPENDER
2484,140,5,136.75,3,3,4,334,10,BIG SPENDER
3427,246,4,136.7,2,2,4,224,8,BIG SPENDER
3844,104,7,136.6,3,4,4,344,11,BIG SPENDER
3841,164,6,136.38,2,4,4,244,10,BIG SPENDER
1165,1,4,136.2,4,2,4,424,10,BIG SPENDER
3292,108,3,136.2,3,2,4,324,9,BIG SPENDER
1542,145,6,136.2,2,4,4,244,10,BIG SPENDER
3687,8,5,136.09,4,3,4,434,11,BIG SPENDER
4222,3,4,135.99,4,2,4,424,10,BIG SPENDER
4574,30,6,135.9,4,4,4,444,12,STARS
3347,208,5,135.8,2,3,4,234,9,BIG SPENDER
2254,340,5,135.7,1,3,4,134,8,BIG SPENDER
1623,58,5,135.7,3,3,4,334,10,BIG SPENDER
4082,243,5,135.7,2,3,4,234,9,BIG SPENDER
4299,138,6,135.69,3,4,4,344,11,BIG SPENDER
3489,42,5,135.6,4,3,4,434,11,BIG SPENDER
1561,158,7,135.55,2,4,4,244,10,BIG SPENDER
2760,144,9,135.4,2,4,4,244,10,BIG SPENDER
4108,94,5,135.35,3,3,4,334,10,BIG SPENDER
3782,330,7,135.34,1,4,4,144,9,BIG SPENDER
4335,25,7,135.32,4,4,4,444,12,STARS
1798,363,8,135.2,1,4,4,144,9,BIG SPENDER
2645,186,8,135.1,2,4,4,244,10,BIG SPENDER
3414,68,4,135.0,3,2,4,324,9,BIG SPENDER
3749,296,4,134.98,1,2,4,124,7,BIG SPENDER
4572,62,5,134.8,3,3,4,334,10,BIG SPENDER
2437,45,5,134.7,4,3,4,434,11,BIG SPENDER
3942,50,8,134.61,4,4,4,444,12,STARS
4418,87,4,134.6,3,2,4,324,9,BIG SPENDER
4356,29,3,134.5,4,2,4,424,10,BIG SPENDER
4056,71,6,134.45,3,4,4,344,11,BIG SPENDER
2595,341,5,134.45,1,3,4,134,8,BIG SPENDER
2340,32,7,134.4,4,4,4,444,12,STARS
2028,10,6,134.29,4,4,4,444,12,STARS
4988,10,5,134.2,4,3,4,434,11,BIG SPENDER
3522,98,2,134.2,3,1,4,314,8,BIG SPENDER
4567,89,6,134.0,3,4,4,344,11,BIG SPENDER
2784,47,5,133.95,4,3,4,434,11,BIG SPENDER
3617,257,5,133.9,2,3,4,234,9,BIG SPENDER
2415,144,4,133.9,2,2,4,224,8,BIG SPENDER
4992,193,4,133.9,2,2,4,224,8,BIG SPENDER
4633,135,4,133.8,3,2,4,324,9,BIG SPENDER
4820,23,7,133.8,4,4,4,444,12,STARS
2771,126,3,133.7,3,2,4,324,9,BIG SPENDER
1733,190,4,133.6,2,2,4,224,8,BIG SPENDER
4138,81,5,133.39,3,3,4,334,10,BIG SPENDER
2849,36,5,133.35,4,3,4,434,11,BIG SPENDER
2978,35,5,133.3,4,3,4,434,11,BIG SPENDER
4441,51,6,133.3,4,4,4,444,12,STARS
1144,76,7,133.25,3,4,4,344,11,BIG SPENDER
1817,131,5,133.2,3,3,4,334,10,BIG SPENDER
3878,155,5,133.0,2,3,4,234,9,BIG SPENDER
2785,73,5,132.96,3,3,4,334,10,BIG SPENDER
4006,12,4,132.81,4,2,4,424,10,BIG SPENDER
3186,35,5,132.8,4,3,4,434,11,BIG SPENDER
2540,300,6,132.7,1,4,4,144,9,BIG SPENDER
2769,152,5,132.63,2,3,4,234,9,BIG SPENDER
3325,31,5,132.62,4,3,4,434,11,BIG SPENDER
1619,62,4,132.61,3,2,4,324,9,BIG SPENDER
3144,136,4,132.52,3,2,4,324,9,BIG SPENDER
3743,238,6,132.5,2,4,4,244,10,BIG SPENDER
3679,7,6,132.39,4,4,4,444,12,STARS
4104,30,7,132.35,4,4,4,444,12,STARS
3268,54,7,132.27,4,4,4,444,12,STARS
1726,4,5,132.1,4,3,4,434,11,BIG SPENDER
1342,314,5,132.05,1,3,4,134,8,BIG SPENDER
3881,267,5,132.05,2,3,4,234,9,BIG SPENDER
1616,22,6,132.0,4,4,4,444,12,STARS
3963,104,5,131.85,3,3,4,334,10,BIG SPENDER
3166,246,6,131.8,2,4,4,244,10,BIG SPENDER
3843,74,4,131.8,3,2,4,324,9,BIG SPENDER
3181,17,6,131.7,4,4,4,444,12,STARS
4156,149,4,131.64,2,2,4,224,8,BIG SPENDER
3557,163,4,131.63,2,2,4,224,8,BIG SPENDER
3450,6,7,131.56,4,4,4,444,12,STARS
1356,113,4,131.44,3,2,4,324,9,BIG SPENDER
2284,287,4,131.4,1,2,4,124,7,BIG SPENDER
2747,122,6,131.3,3,4,4,344,11,BIG SPENDER
2252,83,6,131.17,3,4,4,344,11,BIG SPENDER
4252,264,3,131.16,2,2,4,224,8,BIG SPENDER
3025,72,4,131.0,3,2,4,324,9,BIG SPENDER
4288,47,5,131.0,4,3,4,434,11,BIG SPENDER
1540,34,4,130.9,4,3,4,434,11,BIG SPENDER
2944,332,4,130.9,1,3,4,134,8,BIG SPENDER
4258,19,5,130.7,4,3,4,434,11,BIG SPENDER
1507,191,5,130.6,2,3,4,234,9,BIG SPENDER
4163,214,6,130.5,2,4,4,244,10,BIG SPENDER
4266,152,5,130.5,2,3,4,234,9,BIG SPENDER
3258,224,6,130.34,2,4,4,244,10,BIG SPENDER
4503,11,5,130.3,4,3,4,434,11,BIG SPENDER
3284,41,7,130.2,4,4,4,444,12,STARS
2523,179,5,130.06,2,3,4,234,9,BIG SPENDER
4124,112,7,130.05,3,4,4,344,11,BIG SPENDER
4211,470,5,130.0,1,3,4,134,8,BIG SPENDER
2676,53,5,129.9,4,3,4,434,11,BIG SPENDER
2825,1,5,129.9,4,3,4,434,11,BIG SPENDER
3128,122,4,129.8,3,3,4,334,10,BIG SPENDER
1948,127,6,129.75,3,4,4,344,11,BIG SPENDER
1027,227,4,129.7,2,3,4,234,9,BIG SPENDER
4277,24,7,129.66,4,4,4,444,12,STARS
4129,53,7,129.64,4,4,4,444,12,STARS
3497,36,5,129.4,4,3,4,434,11,BIG SPENDER
4525,84,6,129.4,3,4,4,344,11,BIG SPENDER
1107,90,8,129.38,3,4,4,344,11,BIG SPENDER
4337,65,3,129.34,3,2,4,324,9,BIG SPENDER
1062,103,5,129.32,3,3,4,334,10,BIG SPENDER
2452,141,3,129.16,3,2,4,324,9,BIG SPENDER
4692,64,4,129.0,3,3,4,334,10,BIG SPENDER
2356,121,5,129.0,3,3,4,334,10,BIG SPENDER
3500,162,5,128.95,2,3,4,234,9,BIG SPENDER
4637,230,5,128.9,2,3,4,234,9,BIG SPENDER
4095,1,3,128.9,4,2,4,424,10,BIG SPENDER
2215,34,7,128.8,4,4,4,444,12,STARS
4427,333,5,128.7,1,3,4,134,8,BIG SPENDER
4485,158,4,128.55,2,3,4,234,9,BIG SPENDER
4340,5,6,128.5,4,4,4,444,12,STARS
4515,198,7,128.5,2,4,4,244,10,BIG SPENDER
3232,12,7,128.45,4,4,4,444,12,STARS
2315,10,7,128.42,4,4,4,444,12,STARS
2186,120,6,128.25,3,4,4,344,11,BIG SPENDER
4169,36,6,128.2,4,4,4,444,12,STARS
3081,463,5,128.03,1,3,4,134,8,BIG SPENDER
1606,49,4,128.0,4,3,4,434,11,BIG SPENDER
2194,208,5,127.91,2,3,4,234,9,BIG SPENDER
1758,307,3,127.84,1,2,4,124,7,BIG SPENDER
2757,14,3,127.8,4,2,4,424,10,BIG SPENDER
1759,95,3,127.8,3,2,4,324,9,BIG SPENDER
2504,138,5,127.7,3,3,4,334,10,BIG SPENDER
4546,118,4,127.7,3,3,4,334,10,BIG SPENDER
1878,33,9,127.61,4,4,4,444,12,STARS
3354,31,6,127.6,4,4,4,444,12,STARS
1500,284,6,127.52,1,4,4,144,9,BIG SPENDER
2860,10,6,127.48,4,4,4,444,12,STARS
4780,102,7,127.22,3,4,4,344,11,BIG SPENDER
1668,131,4,127.2,3,3,4,334,10,BIG SPENDER
4194,233,6,127.2,2,4,4,244,10,BIG SPENDER
4880,475,2,127.1,1,1,4,114,6,BIG SPENDER
4164,461,4,127.05,1,3,4,134,8,BIG SPENDER
3294,180,6,127.05,2,4,4,244,10,BIG SPENDER
1225,224,7,127.0,2,4,4,244,10,BIG SPENDER
2160,85,6,126.96,3,4,4,344,11,BIG SPENDER
4160,140,6,126.92,3,4,4,344,11,BIG SPENDER
1929,173,7,126.9,2,4,4,244,10,BIG SPENDER
2617,222,7,126.85,2,4,4,244,10,BIG SPENDER
2475,50,6,126.8,4,4,4,444,12,STARS
4107,45,4,126.65,4,3,4,434,11,BIG SPENDER
3954,323,2,126.5,1,1,4,114,6,BIG SPENDER
1783,176,6,126.24,2,4,4,244,10,BIG SPENDER
4182,131,6,126.1,3,4,4,344,11,BIG SPENDER
1853,213,4,126.1,2,3,4,234,9,BIG SPENDER
1289,52,4,125.9,4,3,4,434,11,BIG SPENDER
1740,404,7,125.8,1,4,4,144,9,BIG SPENDER
1690,131,6,125.8,3,4,4,344,11,BIG SPENDER
4776,66,4,125.7,3,3,4,334,10,BIG SPENDER
2692,82,3,125.6,3,2,4,324,9,BIG SPENDER
1703,312,3,125.6,1,2,4,124,7,BIG SPENDER
2507,0,4,125.6,4,3,4,434,11,BIG SPENDER
4718,117,3,125.49,3,2,4,324,9,BIG SPENDER
3903,85,6,125.4,3,4,4,344,11,BIG SPENDER
2950,81,6,125.34,3,4,4,344,11,BIG SPENDER
3504,55,4,125.28,4,3,4,434,11,BIG SPENDER
2597,137,7,125.25,3,4,4,344,11,BIG SPENDER
3613,86,4,125.24,3,3,4,334,10,BIG SPENDER
3769,306,4,125.15,1,3,4,134,8,BIG SPENDER
4569,156,3,125.14,2,2,4,224,8,BIG SPENDER
1242,16,6,125.11,4,4,4,444,12,STARS
4110,32,6,124.95,4,4,4,444,12,STARS
4938,20,6,124.87,4,4,4,444,12,STARS
1523,277,3,124.75,2,2,4,224,8,BIG SPENDER
3297,223,5,124.7,2,3,4,234,9,BIG SPENDER
4117,20,6,124.64,4,4,4,444,12,STARS
1050,240,6,124.6,2,4,4,244,10,BIG SPENDER
3655,317,2,124.6,1,1,4,114,6,BIG SPENDER
1753,131,7,124.5,3,4,4,344,11,BIG SPENDER
1286,140,7,124.45,3,4,4,344,11,BIG SPENDER
2465,3,2,124.3,4,1,4,414,9,BIG SPENDER
1343,59,4,124.22,3,3,4,334,10,BIG SPENDER
1126,227,3,124.2,2,2,4,224,8,BIG SPENDER
4223,84,7,124.2,3,4,4,344,11,BIG SPENDER
4719,2,7,124.1,4,4,4,444,12,STARS
2907,376,7,124.05,1,4,4,144,9,BIG SPENDER
4580,31,2,124.02,4,1,4,414,9,BIG SPENDER
3539,340,6,124.0,1,4,4,144,9,BIG SPENDER
2580,43,5,124.0,4,3,4,434,11,BIG SPENDER
3102,26,4,123.86,4,3,4,434,11,BIG SPENDER
1269,91,5,123.62,3,3,4,334,10,BIG SPENDER
4853,87,5,123.6,3,3,4,334,10,BIG SPENDER
3054,185,7,123.6,2,4,4,244,10,BIG SPENDER
2707,73,7,123.56,3,4,4,344,11,BIG SPENDER
4362,172,6,123.55,2,4,4,244,10,BIG SPENDER
2534,52,6,123.52,4,4,4,444,12,STARS
3460,36,4,123.5,4,3,4,434,11,BIG SPENDER
3041,106,5,123.49,3,3,4,334,10,BIG SPENDER
1497,81,4,123.42,3,3,4,334,10,BIG SPENDER
3683,25,5,123.12,4,3,4,434,11,BIG SPENDER
3042,3,7,123.1,4,4,4,444,12,STARS
3863,200,6,122.92,2,4,4,244,10,BIG SPENDER
4191,57,6,122.8,4,4,4,444,12,STARS
3910,12,4,122.74,4,3,4,434,11,BIG SPENDER
4760,272,4,122.7,2,3,4,234,9,BIG SPENDER
3298,218,4,122.7,2,3,4,234,9,BIG SPENDER
3900,10,5,122.64,4,3,4,434,11,BIG SPENDER
1768,117,7,122.61,3,4,4,344,11,BIG SPENDER
4736,162,4,122.6,2,3,4,234,9,BIG SPENDER
2303,518,3,122.6,1,2,4,124,7,BIG SPENDER
1501,135,4,122.6,3,3,4,334,10,BIG SPENDER
4336,81,6,122.5,3,4,4,344,11,BIG SPENDER
3794,34,4,122.4,4,3,4,434,11,BIG SPENDER
2167,22,4,122.4,4,3,4,434,11,BIG SPENDER
4643,28,6,122.15,4,4,4,444,12,STARS
3911,129,6,122.04,3,4,4,344,11,BIG SPENDER
2672,34,5,121.8,4,3,4,434,11,BIG SPENDER
2510,92,4,121.8,3,3,4,334,10,BIG SPENDER
4448,358,5,121.7,1,3,4,134,8,BIG SPENDER
1692,185,6,121.65,2,4,4,244,10,BIG SPENDER
3814,162,3,121.64,2,2,4,224,8,BIG SPENDER
2307,184,4,121.62,2,3,4,234,9,BIG SPENDER
2850,278,4,121.6,2,3,4,234,9,BIG SPENDER
3360,46,3,121.6,4,2,4,424,10,BIG SPENDER
3549,151,8,121.6,2,4,4,244,10,BIG SPENDER
4623,175,7,121.4,2,4,4,244,10,BIG SPENDER
2494,118,4,121.4,3,3,4,334,10,BIG SPENDER
4886,338,4,121.31,1,3,4,134,8,BIG SPENDER
1209,414,4,121.29,1,3,4,134,8,BIG SPENDER
4968,47,3,121.2,4,2,4,424,10,BIG SPENDER
2321,197,4,121.2,2,3,4,234,9,BIG SPENDER
2338,22,3,121.2,4,2,4,424,10,BIG SPENDER
1114,173,6,121.12,2,4,4,244,10,BIG SPENDER
4179,284,3,121.1,1,2,4,124,7,BIG SPENDER
1823,33,3,120.9,4,2,4,424,10,BIG SPENDER
1549,287,3,120.85,1,2,4,124,7,BIG SPENDER
2336,84,4,120.84,3,3,4,334,10,BIG SPENDER
4073,58,5,120.75,3,3,4,334,10,BIG SPENDER
3044,92,7,120.62,3,4,4,344,11,BIG SPENDER
2157,62,4,120.56,3,3,4,334,10,BIG SPENDER
1971,103,3,120.55,3,2,4,324,9,BIG SPENDER
4190,3,9,120.49,4,4,4,444,12,STARS
1294,373,5,120.4,1,3,4,134,8,BIG SPENDER
3597,17,3,120.3,4,2,4,424,10,BIG SPENDER
3328,76,4,120.12,3,3,4,334,10,BIG SPENDER
3689,154,4,120.1,2,3,4,234,9,BIG SPENDER
3835,105,7,120.05,3,4,4,344,11,BIG SPENDER
3967,37,7,119.99,4,4,4,444,12,STARS
3600,34,6,119.92,4,4,4,444,12,STARS
3786,233,5,119.9,2,3,4,234,9,BIG SPENDER
4019,124,8,119.9,3,4,4,344,11,BIG SPENDER
3699,18,3,119.8,4,2,4,424,10,BIG SPENDER
3962,101,5,119.65,3,3,4,334,10,BIG SPENDER
4170,172,5,119.65,2,3,4,234,9,BIG SPENDER
1636,25,6,119.6,4,4,4,444,12,STARS
2552,359,5,119.52,1,3,4,134,8,BIG SPENDER
3296,135,5,119.5,3,3,4,334,10,BIG SPENDER
3891,38,5,119.49,4,3,4,434,11,BIG SPENDER
4766,92,4,119.26,3,3,4,334,10,BIG SPENDER
4147,105,4,119.1,3,3,4,334,10,BIG SPENDER
1780,78,5,119.05,3,3,4,334,10,BIG SPENDER
3947,200,5,119.0,2,3,4,234,9,BIG SPENDER
3604,226,6,119.0,2,4,4,244,10,BIG SPENDER
4091,2,6,118.95,4,4,4,444,12,STARS
4962,276,5,118.8,2,3,4,234,9,BIG SPENDER
2004,131,5,118.8,3,3,4,334,10,BIG SPENDER
1148,94,6,118.76,3,4,4,344,11,BIG SPENDER
4505,257,5,118.75,2,3,4,234,9,BIG SPENDER
4743,179,5,118.64,2,3,4,234,9,BIG SPENDER
4550,51,6,118.6,4,4,4,444,12,STARS
3818,13,5,118.6,4,3,4,434,11,BIG SPENDER
1160,40,6,118.51,4,4,4,444,12,STARS
1330,58,4,118.4,3,3,4,334,10,BIG SPENDER
1628,41,6,118.4,4,4,4,444,12,STARS
1895,402,6,118.38,1,4,4,144,9,BIG SPENDER
3160,238,5,118.26,2,3,4,234,9,BIG SPENDER
1347,106,4,118.2,3,3,4,334,10,BIG SPENDER
4556,135,4,118.2,3,3,4,334,10,BIG SPENDER
4440,29,6,118.2,4,4,4,444,12,STARS
3931,297,5,118.1,1,3,4,134,8,BIG SPENDER
3067,33,5,118.08,4,3,4,434,11,BIG SPENDER
3300,85,4,117.95,3,3,4,334,10,BIG SPENDER
4787,140,6,117.9,3,4,4,344,11,BIG SPENDER
4779,51,7,117.9,4,4,4,444,12,STARS
4722,14,5,117.9,4,3,4,434,11,BIG SPENDER
2840,145,6,117.9,2,4,4,244,10,BIG SPENDER
2166,20,6,117.75,4,4,4,444,12,STARS
3476,185,6,117.68,2,4,4,244,10,BIG SPENDER
4305,159,6,117.66,2,4,4,244,10,BIG SPENDER
2201,222,4,117.65,2,3,4,234,9,BIG SPENDER
1741,10,6,117.6,4,4,4,444,12,STARS
1022,571,3,117.5,1,2,4,124,7,BIG SPENDER
3122,60,9,117.42,3,4,4,344,11,BIG SPENDER
2715,177,6,117.4,2,4,4,244,10,BIG SPENDER
3141,44,7,117.4,4,4,4,444,12,STARS
3356,221,6,117.3,2,4,4,244,10,BIG SPENDER
3829,150,3,117.2,2,2,4,224,8,BIG SPENDER
2311,59,6,117.2,3,4,4,344,11,BIG SPENDER
2869,20,4,117.1,4,3,4,434,11,BIG SPENDER
3444,631,2,117.06,1,1,4,114,6,BIG SPENDER
3189,37,7,117.04,4,4,4,444,12,STARS
1632,15,6,117.04,4,4,4,444,12,STARS
4470,7,5,117.0,4,3,4,434,11,BIG SPENDER
2063,33,6,116.9,4,4,4,444,12,STARS
3200,273,4,116.9,2,3,4,234,9,BIG SPENDER
4563,186,5,116.8,2,3,4,234,9,BIG SPENDER
3396,230,5,116.8,2,3,4,234,9,BIG SPENDER
2652,4,3,116.69,4,2,4,424,10,BIG SPENDER
3488,9,3,116.65,4,2,4,424,10,BIG SPENDER
4537,10,6,116.5,4,4,4,444,12,STARS
4669,188,5,116.48,2,3,4,234,9,BIG SPENDER
3804,192,4,116.32,2,3,4,234,9,BIG SPENDER
2349,166,7,116.32,2,4,4,244,10,BIG SPENDER
2816,80,8,116.3,3,4,4,344,11,BIG SPENDER
2885,41,5,116.0,4,3,4,434,11,BIG SPENDER
3620,195,4,116.0,2,3,4,234,9,BIG SPENDER
3206,78,6,115.91,3,4,4,344,11,BIG SPENDER
1486,16,6,115.9,4,4,4,444,12,STARS
1945,244,5,115.9,2,3,4,234,9,BIG SPENDER
1513,48,3,115.8,4,2,4,424,10,BIG SPENDER
3523,51,7,115.55,4,4,4,444,12,STARS
1674,26,4,115.55,4,3,4,434,11,BIG SPENDER
3637,8,3,115.3,4,2,4,424,10,BIG SPENDER
1930,45,6,115.3,4,4,4,444,12,STARS
4289,83,3,115.3,3,2,4,324,9,BIG SPENDER
1482,38,6,115.28,4,4,4,444,12,STARS
4071,76,4,115.26,3,3,4,334,10,BIG SPENDER
